document title,authors,author affiliations,publication title,date added to xplore,publication year,volume,issue,start page,end page,abstract,issn,isbns,doi,funding information,pdf link,author keywords,ieee terms,mesh_terms,article citation count,patent citation count,reference count,license,online date,issue date,meeting date,publisher,document identifier,cluster_tfidf,cluster_jaccard
An approach to social system simulation based on information fusion,I. Kobayashi; M. Sugeno,"Department of Systems Science, Tokyo Institute of Technology, Yokohama, Japan; Department of Systems Science, Tokyo Institute of Technology, Yokohama, Japan",Proceedings of 1995 Conference on Computational Intelligence for Financial Engineering (CIFEr),6 Aug 2002,1995,,,87,90,"We focus on human information processing characterized by information fusion, and propose a new simulation method for a social system. We consider the role of custom and language in human intelligence, and apply it to information processing. We use natural language as a tool for information fusion by a computer. In this context we discuss a simulation model imitating the human thinking process. As an example, we build a model to estimate the future trends of foreign exchange rates.",,0-7803-2145-6,10.1109/CIFER.1995.495256,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=495256,,Humans;Information processing;Natural languages;Context modeling;Computational modeling;Exchange rates;Brain modeling;Mathematical model;Information systems;Concrete,,,,6.0,IEEE,6 Aug 2002,,,IEEE,IEEE Conferences,4,3
Computational Creativity,W. Duch,"School of Computer Engineering, Nanyang Technological University, Singapore",The 2006 IEEE International Joint Conference on Neural Network Proceedings,30 Oct 2006,2006,,,435,442,"Creative thinking is one of the hallmarks of human-level competence. Although it is still a poorly understood subject speculative ideas about brain processes involved in creative thinking may be implemented in computational models. A review of different approaches to creativity, insight and intuition is presented. Two factors are essential for creativity: imagination and selection or filtering. Imagination should be constrained by experience, while filtering in the case of creative use of words may be based on semantic and phonological associations. Analysis of brain processes involved in invention of new words leads to practical algorithms that create many interesting and novel names associated with a set of keywords.",2161-4407,0-7803-9490-9,10.1109/IJCNN.2006.246714,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1716125,,Logic;Psychology;Computational intelligence;Humans;Brain modeling;Filtering;Computational modeling;Algorithm design and analysis;Competitive intelligence;Motor drives,,11.0,,52.0,IEEE,30 Oct 2006,,,IEEE,IEEE Conferences,4,3
Deep reasoning and thinking beyond deep learning by cognitive robots and brain-inspired systems,Y. Wang,"Dept. of Electrical Engineering, Stanford University, Stanford, CA, USA",2016 IEEE 15th International Conference on Cognitive Informatics & Cognitive Computing (ICCI*CC),23 Feb 2017,2016,,,3,3,"Summary form only given. Recent basic studies reveal that AI problems are deeply rooted in both the understanding of the natural intelligence and the adoption of suitable mathematical means for rigorously modeling the brain in machine understandable forms. Learning is a cognitive process of knowledge and behavior acquisition. Learning can be classified into five categories known as object identification, cluster classification, functional regression, behavior generation, and knowledge acquisition. A fundamental challenge to knowledge learning different from the deep and recurring neural network technologies has led to the emergence of the field of cognitive machine learning on the basis of recent breakthroughs in denotational mathematics and mathematical engineering. This keynote lecture presents latest advances in formal brain studies and cognitive systems for deep reasoning and deep learning. It is recognized that key technologies enabling cognitive robots mimicking the brain rely not only on deep learning, but also on deep reasoning and thinking towards machinable thoughts and cognitive knowledge bases built by a cognitive systems. A fundamental theory and novel technology for implementing deep thinking robots are demonstrated based on concept algebra, semantics algebra, and inference algebra.",,978-1-5090-3846-6,10.1109/ICCI-CC.2016.7862095,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7862095,Cognitive informatics;cognitive computers;cognitive robotics;brain-inspired systems;deep learning;deep reasoning;deep thinking;knowledge learning;denotational mathematics;mathematical engineering,,,23.0,,,IEEE,23 Feb 2017,,,IEEE,IEEE Conferences,3,3
Research on Ideation Process and Design Productivity of ChatGPT Based on LASSO and Linkography,J. Huang; X. Zhang; Y. Tang,"College of Computer Science and Technology, Zhejiang University, Hangzhou, China; College of Computer Science and Technology, Zhejiang University, Hangzhou, China; College of Computer Science and Technology, Zhejiang University, Hangzhou, China",2023 16th International Symposium on Computational Intelligence and Design (ISCID),15 Apr 2024,2023,,,184,187,"In design, good ideas are the source of a designer’s creativity. With the development of artificial intelligence, large language models (LLMs) represented by ChatGPT shows excellent conversational and creative reasoning capabilities. However, we still know very little about the design ideation process and its performance in terms of productivity. In this paper, we propose a representation of the design ideation process based on NLP. On this basis, referring to LASSO and linkography method, we propose a DCLASSO model to calculate the interconnections between design moves in protocol analysis. In the subsequent experiment, we take the design protocols generated by ChatGPT as the experimental sample to verify the proposed model. Finally, with the generated linkographs, the characteristics of ChatGPT and human designers are analyzed and compared from aspects of design ideation process and design productivity.",2473-3547,979-8-3503-1745-9,10.1109/ISCID59865.2023.00051,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10494302,Design productivity;Design ideation;ChatGPT;Linkography,Productivity;Analytical models;Protocols;Computational modeling;Chatbots;Cognition;Creativity,,1.0,,17.0,IEEE,15 Apr 2024,,,IEEE,IEEE Conferences,2,3
"Thinking, expertise and diagrams that encode laws",P. C. . -H. Cheng,"ESRC Centre for Research in Development, Instruction and Training, Department of Psychology, University of Nottingham, UK",IEE Colloquium on Thinking with Diagrams (Digest No: 1996/010),6 Aug 2002,1996,,,10/1,10/3,"Among diagrammatic representations, law encoding diagrams (LEDs) are a special class. A LED captures the important laws or relations of a domain in the structure of a diagram using geometrical, spatial and topological constraints, such that a single instantiation of a diagram represents one instance of a phenomenon. Research on LEDs uses a combination of approaches, including the analysis of properties, computational modelling and empirical studies. The overarching theoretical context of this work is the paradigm of complex information processing, which sees problem solving as symbol processing by the means of heuristic searching. This paper considers how different LEDs can be used to solve diverse problems, and contrasts them to common Cartesian graphs, to argue that LEDs may be useful representations for expert problem solving. LEDs seem to be able to support some of the abilities that experts appear to possess, such as: being able to perceive large meaningful patterns; solving problems fast and with little error; seeing problems at a deep level; and doing large amounts of qualitative analysis of problems. Various forms of problem solving are examined in a particular domain, using different LEDs and conventional graphs. One LED and some sample problems are described. The domain is that of collisions among bodies moving in a straight line, with no frictional resistance.",,,10.1049/ic:19960052,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=646161,,,,,,,,6 Aug 2002,,,IET,IET Conferences,4,3
Unconscious decision minds and divergent thinking model,Z. Wang,"School of Software Engineering, Jinling Institute of Technology, Nanjing, China","2017 13th International Conference on Natural Computation, Fuzzy Systems and Knowledge Discovery (ICNC-FSKD)",25 Jun 2018,2017,,,1879,1886,"This paper presents measure-valued Markov decision processes (MVMDPs) and gives an algorithm of finding an optimal policy for this model. MVMDP is a generalization of partially observable Markov decision process, and reflects an important characteristic of human thought: that people, under the possibility that they grasp the whole states (i.e., appropriately measure the state space), think of problems and can choose their own optimal actions. So the measure-valued Markov decision process is the conscious result of unconscious decision minds. Moreover, we extend this thought to the category of divergent thinking and presents measure-valued Markov process model which is based on the measure-valued branching process in modern probability theory. This model can depict the unconscious mind feature that is: the way of human thinking is not linear, like logical mind; on the contrary, the mind has a grasp of the whole problem and evolves in an “area” manner; in this way, the mind can always get the heart of problems. We believe this work is helpful for further development of artificial intelligence.",,978-1-5386-2165-3,10.1109/FSKD.2017.8393054,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8393054,Measure-Valued Branching Processes;Measure-Valued Markov Decision Processes;Partially observable Markov Decision Processes,Markov processes;Probability distribution;Mathematical model;Computational modeling;Decision making;Artificial intelligence;Parallel processing,,,,8.0,IEEE,25 Jun 2018,,,IEEE,IEEE Conferences,4,3
Representing Design Intent for Computer-supported Consistency Maintenance,J. Liu; Z. Sun,"School of Mechanical Engineering and Automation, Beihang University, Beijing, China; School of Mechanical Engineering and Automation, Beihang University, Beijing, China",2008 International Conference on Computer Science and Information Technology,12 Sep 2008,2008,,,561,565,"In order to overcome the potential problems during design modification and reuse, it is necessary to record the design intent as an explicit part of the design thinking process and execute consistency maintenance of the design thinking process. This paper presents a design thinking process model that records not only the design activities and decisions but also the design intents behind them. Based on this model, two types of inconsistency in design thinking process are identified. The implementation of consistency check and maintenance is based on assumption-based truth maintenance system (ATMS).",,978-0-7695-3308-7,10.1109/ICCSIT.2008.147,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4624930,design thinking process;design intent;consistency maintenance;assumption-based truth maintenance system (ATMS),Asynchronous transfer mode;Maintenance engineering;Cognition;Computational modeling;Sun;Artificial intelligence;Biological system modeling,,,,13.0,IEEE,12 Sep 2008,,,IEEE,IEEE Conferences,2,3
Machine Thinking for Telehealth – Toward the Next Generation of Healthcare,A. C. M. Fong; M. Usman,"Department of Computer Science, Western Michigan University, Kalamazoo, MI, USA; Department of Computer Science, SZABIST, Islamabad, Pakistan",2020 IEEE 2nd International Workshop on System Biology and Biomedical Systems (SBBS),12 Jan 2021,2020,,,1,3,"The revival of artificial intelligence (AI) a few years ago has often been attributed to the success of machine learning (ML), especially the branch of ML known as deep learning (DL). Since the introduction of workable DL, numerous success stories have been widely reported: board games, autonomous driving vehicles, natural language translation, voice recognition, etc. However, for machines to exhibit a high degree of intelligence, they need more than the ability to learn. Indeed, heavy reliance on ML has resulted in widely publicized mishaps that negatively affect people in unexpected ways. For healthcare and other mission-critical applications, intelligent machines need to perform dependably to earn and maintain the trust of human users. To this end, it is necessary to take a holistic view toward AI, one that encompasses multiple facets of what constitutes intelligence. Specifically, this paper previews what thinking machines would be capable of by taking into consideration a machine's ability to abstract and reason, in addition to its ability to learn.",,978-1-6654-0460-0,10.1109/SBBS50483.2020.9314935,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9314935,artificial intelligence;knowledge representation;machine intelligence;machine learning;machine thinking;reasoning system;semantic computing;telehealth,Artificial intelligence;Task analysis;Medical services;Intelligent agents;Software algorithms;Prediction algorithms;Games,,,,14.0,IEEE,12 Jan 2021,,,IEEE,IEEE Conferences,3,3
Qualification and quantification of fuzzy linguistic variables and fuzzy expressions,Y. Wang,"International Center of Cognitive Informatics (ICfCI), Theoretical and Empirical Software Engineering Research Center, Department of Electrical and Computer Engineering, Schulich School of Engineering, University of Calgary, Calgary, AB, Canada",2009 8th IEEE International Conference on Cognitive Informatics,18 Sep 2009,2009,,,256,263,"One of the essences of fuzzy logic is how fuzzy variables and fuzzy expressions may be transformed into precise quantities and rigorous models in fuzzy inferences. This paper presents a denotational mathematical structure and methodology for modeling fuzzy qualifications and quantifications in cognitive informatics, soft computing, and computational intelligence. Fuzzy qualifications and quantifications for both absolute and relative measures are formally elaborated on discrete and continuous fuzzy object and expressions. In addition, the qualification for characteristic attributes of fuzzy objects is modeled. Applications of fuzzy qualifications and quantifications are illustrated using a rich set of examples and real-world cases, which enable machines to mimic complex human reasoning mechanisms in cognitive informatics, soft computing, and computational intelligence.",,978-1-4244-4642-1,10.1109/COGINF.2009.5250732,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5250732,Cognitive informatics;formal inference;fuzzy inference;fuzzy set;fuzzy logic;fuzzy variables;fuzzy expressions;fuzzy qualification;fuzzy quantification;mathematical models;denotational mathematics;case studies;soft computing;computational intelligence,Qualifications;Fuzzy logic;Fuzzy sets;Cognitive informatics;Fuzzy reasoning;Computational intelligence;Mathematical model;Software engineering;Drives;Tin,,1.0,,17.0,IEEE,18 Sep 2009,,,IEEE,IEEE Conferences,3,3
Reconstruct the teaching design of the Principles of Computer Organization course with Commercial Product Thinking,L. Sun,"School of Electronic and Computer Engineering, Southeast University Chengxian College, Nanjing, China",2021 16th International Conference on Computer Science & Education (ICCSE),21 Oct 2021,2021,,,1040,1044,"The year 2021 is the first year of China’s 14th Five-Year Plan, and the year when the country will vigorously develop its independent core technologies attack. The national development strategy has put forward new demands on talent cultivation, and the cultivation of the ability to solve complex problems will certainly be further deepened in the graduation requirements of undergraduates. This paper taking the commercial product engineering thinking path as a clue and the “Von Neumann structure computer model machine” product as an example, the Product Canvas is used to simulate the planning process of products at the beginning of complex engineering problems, and the V model is used to simulate the product design and implementation process of complex engineering problems, so as to reconstruct the teaching content of Principles of Computer Organization course, with a view to deepening the requirements of cultivating college students’ ability to solve complex problems.",2473-9464,978-1-6654-1468-5,10.1109/ICCSE51940.2021.9569338,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9569338,Business Thinking;Product Canvas;V Model;Von Model Computer,Computational modeling;Education;Organizations;Product design;Planning,,,,4.0,IEEE,21 Oct 2021,,,IEEE,IEEE Conferences,10,3
Technologies That Make You Smile: Adding Humor to Text-Based Applications,R. Mihalcea; C. Strapparava,"Department of Computer Science, University of North Texas, Denton, TX, USA; Istituto per la ricerca scientifica e Tecnologica, University of Pisa, Trento, Italy",IEEE Intelligent Systems,2 Oct 2006,2006,21.0,5.0,33,39,"Natural language's creative genres are traditionally considered to be outside the scope of computational modeling. Computational linguists have paid little attention to humor in particular because it is puzzling by nature. However, given the importance of humor in our daily lives and computers in our work and entertainment, studies related to computational humor will become increasingly significant in fields such as human-computer interaction, intelligent interactive entertainment, and computer-assisted education. In this article, we explore computational approaches' applicability to the recognition and use of verbally expressed humor. Particularly, we focus on three important research questions related to this problem: Can we automatically gather large collections of humorous texts? Can we automatically recognize humor in text? And can we automatically insert humorous add-ons into existing applications?",1941-1294,,10.1109/MIS.2006.104,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1705426,computational humor;humor recognition;jokes;one-liners;humor in computer applications,Web pages;HTML;Animal structures;Computational modeling;Computational intelligence;Computer science education;Text recognition;Rhetoric;Training data;Web search,,27.0,,19.0,IEEE,2 Oct 2006,,,IEEE,IEEE Magazines,4,3
Implementing a cognition cycle with words computation,K. S. Oskooyee; M. M. R. Kashani; A. Harounabadi,"Department of Computer Engineering, Islamic Azad University슠, Tehran, Iran; Department of Computer Engineering, Islamic Azad University슠, Tehran, Iran; Department of Computer Engineering, Islamic Azad University슠, Tehran, Iran","2011 IEEE Symposium on Computational Intelligence, Cognitive Algorithms, Mind, and Brain (CCMB)",14 Jul 2011,2011,,,1,6,"Implementing a cognition cycle provides a real impression of the mechanisms of a natural intelligence system for explaining interdependent information processing activities among cognitive processes of the brain. The nature of information processing in the human brain is fuzzy. In this article, the Motivation/Attitude Driven Behavior (MADB) model as a kind of a cognition cycle is developed according to the fuzzy sets theory, a psychological model for managing new information is proposed, and applications of the behavioral models in computer engineering and especially computational intelligence are introduced and discussed. Subsequently, the transmissions of information in the MADB model are simulated toward implementing an intelligent humanoid behavior mechanism, and, finally, the results of the simulation are analyzed.",,978-1-4244-9891-8,10.1109/CCMB.2011.5952124,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5952124,Cognitive informatics;natural intelligence;cognition cycle;motivation/attitude driven behavior;fuzzy sets theory;Matlab Simulink,Mathematical model;Computational modeling;Brain modeling;Humans;Cognition;Psychology;Computers,,5.0,1.0,26.0,IEEE,14 Jul 2011,,,IEEE,IEEE Conferences,3,3
A study on teaching method of reverse analysis in web animation design,Yanli Wei; Lili Zhou,"Science Research Project, Hefei University of Technology, Hefei, China; College of Architecture & Art, Hefei University of Technology, Hefei, China",2010 IEEE 11th International Conference on Computer-Aided Industrial Design & Conceptual Design 1,6 Jan 2011,2010,1.0,,413,417,"One of the major problems of teaching and research is how to make the students acquire the correct way of thinking and to explore the suited teaching method. In this paper, we study the teaching method of web animation program according to the existing courses and teaching problems, perfect the teaching content and highlight the gravity by carrying out the inverse way of thinking “from static to dynamic” to foster students, and develop the students' innovative way of thinking and the operating skills by applying “reverse demo”. The aim of the transformation of methods and tools is to let them master this course systematically and then creatively carry out the design in web animation.",,978-1-4244-7974-0,10.1109/CAIDCD.2010.5681322,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5681322,Web animation design;from the static to dynamic;reverse thinking;reverse movement,Animation;Knowledge engineering;Software;Color;Educational institutions,,,,15.0,IEEE,6 Jan 2011,,,IEEE,IEEE Conferences,10,3
Quantum cognitive computation by CICT,R. A. Fiorini,"Department of Electronics, Politecnico di Milano",2016 IEEE 15th International Conference on Cognitive Informatics & Cognitive Computing (ICCI*CC),23 Feb 2017,2016,,,60,71,"We show and discuss how computational information conservation theory (CICT) can help us to develop even competitive advanced quantum cognitive computational systems towards deep computational cognitive intelligence. CICT new awareness of a discrete HG (hyperbolic geometry) subspace (reciprocal space, RS) of coded heterogeneous hyperbolic structures, underlying the familiar Q Euclidean (direct space, DS) system surface representation can open the way to holographic information geometry (HIG) to recover lost coherence information in system description and to develop advanced quantum cognitive systems. This paper is a relevant contribution towards an effective and convenient “Science 2.0” universal computational framework to achieve deeper cognitive intelligence at your fingertips and beyond.",,978-1-5090-3846-6,10.1109/ICCI-CC.2016.7862085,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7862085,Cognitive intelligence;computational intelligence;CICT;deep learning;deep thinking,Neurons;Computational modeling;Quantum mechanics;Quantum computing;Brain models;Fluctuations,,4.0,,65.0,IEEE,23 Feb 2017,,,IEEE,IEEE Conferences,4,3
Supporting creative thinking in design with computational approach,Hong Liu; Huichuan Duan; Xiyu Liu,"School of Information and Management, Shandong Normal University, Jinan, China; School of Information and Management, Shandong Normal University, Jinan, China; School of Information and Management, Shandong Normal University, Jinan, China","Proceedings of the Ninth International Conference on Computer Supported Cooperative Work in Design, 2005.",6 Sep 2005,2005,2.0,,903,907 Vol. 2,"In this paper, we present a novel computational approach for stimulating creativity of designers. The tree structured genetic algorithm is used for generating 2D sketch shapes and 3D images. This approach is illustrated by an artwork design example, which uses general mathematical expressions to form 2D sketch shapes for artistic flower vases and the combination of general and complex function expressions to form 3D images of artistic flowers. It shows that approach is able to generate some solutions for supporting creative thinking of designers.",,1-84600-002-5,10.1109/CSCWD.2005.194307,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1504214,,Algorithm design and analysis;Genetic algorithms;Shape;Humans;Product design;Cognitive science;Design methodology;Tree data structures;Problem-solving;Design automation,,,,9.0,,6 Sep 2005,,,IEEE,IEEE Conferences,4,3
Spurring Design Thinking through Educational Weblogging,J. Bross; A. E. Acar; P. Schilf; C. Meinel,"Internet Technologies & Systems, Hasso-Plattner Institute, Potsdam, Germany; School of Design Thinking, Hasso-Plattner Institute, Potsdam, Germany; Internet Technologies & Systems, Hasso-Plattner Institute, Potsdam, Germany; Internet Technologies & Systems, Hasso-Plattner Institute, Potsdam, Germany",2009 International Conference on Computational Science and Engineering,9 Oct 2009,2009,4.0,,903,908,"A growing number of those millions of Internet users that are down to the present day excessively using Weblogs to reflect on their experiences, recommendations and thoughts in a private or business context, now increasingly employ this medium to bring the teaching- and learning- environment to a new level. The use case about the D-School-Blog - a collaborative working and communication platform to support the innovative process of Design Thinking (DT) - presented in this paper, proves the applicability of Weblogs in this particular environment.",,978-1-4244-5334-4,10.1109/CSE.2009.207,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5283071,Social Computing Applications;Weblogs;Usergenerated Content;Social Intelligence;Case study;Social Networks,Internet;Information services;Web sites;Educational technology;Social network services;Intelligent networks;Application software;Content management;Design engineering;Context,,6.0,,29.0,IEEE,9 Oct 2009,,,IEEE,IEEE Conferences,4,3
For Qualitative Meanings-Based Computational Aesthetics: An Art-Therapy Model,M. El Maouch; Z. Jin,"Henan International Joint Laboratory of Psychological Data Science, Zhengzhou Normal University, Zhengzhou, China PRC; Henan International Joint Laboratory of Psychological Data Science, Zhengzhou Normal University, Zhengzhou, China PRC",2023 6th International Conference on Artificial Intelligence and Big Data (ICAIBD),10 Aug 2023,2023,,,929,934,"This study suggests that the mainstream tendencies in computational aesthetics, as in artificial intelligence, are based on the mind-body duality governing mainstream psychology. So, by following the guidelines of dialectic and the cultural-historical activity theory, an alternative contradictions-based meanings qualitative model is proposed. Apart from the mainstream connectionist and mechanistic mainstream, aesthetics -as consciousness in general- is considered the empirical manifestation in practice to satisfy the human’s needs and the representation/answer of human perturbations. Moreover, this paper attempts to introduce a formalized version of art therapy.",2769-3554,978-1-6654-9125-9,10.1109/ICAIBD57115.2023.10206089,Technology Development; Ministry of Science and Technology; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10206089,computational aesthetics;artificial intelligence;cultural historical activity theory;dialectics;contradiction-based meaning,Bridges;Art;Computational modeling;Perturbation methods;Psychology;Medical treatment;Big Data,,1.0,,85.0,IEEE,10 Aug 2023,,,IEEE,IEEE Conferences,4,3
Braingene: Computational creativity algorithm that invents novel interesting names,M. Pilichowski; W. Duch,"Faculty of Mathematics and Computer Science, Nicolaus Copernicus University, Torug„, Poland; Department of Informatics, Nicolaus Copernicus University, Toru„, Poland",2013 IEEE Symposium on Computational Intelligence for Human-like Intelligence (CIHLI),30 Sep 2013,2013,,,92,99,"Human-level intelligence implies creativity, not only on the grand scale, but primarily in the everyday activity, such as understanding intentions, behavior, and invention of new words. Psychological models of creativity have some support in experimental cognitive psychology, but computational models of creative processes are quite rare. This paper presents a model of creative processes behind invention of novel words related to description of products and services.",,978-1-4673-5923-8,10.1109/CIHLI.2013.6613270,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6613270,,Dictionaries;Psychology;Computational modeling;Technological innovation;Patents;Brain models,,2.0,,37.0,IEEE,30 Sep 2013,,,IEEE,IEEE Conferences,4,3
Study on the implementation of human-like intelligent inference and control,Pei-Jin Wang; Yi-Bin Song,"School of Computer Science and Engineering, Yantai University, Yantai, China; School of Computer Science and Engineering, Yantai University, Yantai, China",Proceedings of the 2003 International Conference on Machine Learning and Cybernetics (IEEE Cat. No.03EX693),19 Feb 2004,2003,1.0,,580,585 Vol.1,"The human control thought process, including iconic imagery inference control thinking and abstract logical inference control thinking, could be mostly simulated by computer. The model of human-like intelligent inference and control is presented in the previous paper. In this paper based on the single input and single output system, a real structure of the model which finds an application in the practical control system is pointed out and analyzed .The features of the controller structure are intelligence, implementation and stability. A better result is achieved by the controller, and it provides the basis for human-like intelligent control to be used in complex system.",,0-7803-7865-2,10.1109/ICMLC.2003.1264545,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1264545,,Intelligent control;Humans;Process control;Computational modeling;Computer simulation;Application software;Control system synthesis;Intelligent structures;Stability analysis;Control systems,,,,9.0,IEEE,19 Feb 2004,,,IEEE,IEEE Conferences,3,3
Implementation of human-like intelligent inference and control,Peijin Wang; Yibin Song,"School of Computer Science and Engineering, Yantai University, Yantai, China; School of Computer Science and Engineering, Yantai University, Yantai, China",Proceedings of the 2003 IEEE International Symposium on Intelligent Control,8 Jan 2004,2003,,,968,973,"The human control thought process, including iconic imagery inference control thinking and abstract logical inference control thinking , could be mostly simulated by computer. The model of human-like intelligent inference and control was presented in a previous paper (Peijin Wang, 2001). In this paper based on the single input single output system, a real structure of the model which finds an application in the practical control system is pointed out and analyzed .The features of the controller structure are intelligence, implementation and stability. A better result is achieved by the controller, it provide the basis for human-like intelligent control to be used in complex system.",2158-9860,0-7803-7891-1,10.1109/ISIC.2003.1254768,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1254768,,Intelligent control;Humans;Control systems;Process control;Computational modeling;Computer simulation;Artificial intelligence;Intelligent structures;Control system synthesis;Computer science,,,,9.0,IEEE,8 Jan 2004,,,IEEE,IEEE Conferences,3,3
A Virtual Collaboration Design Environment Based on a Product-Oriented and User-Centred Computational Model,Q. Yang; M. Tang; S. Sun,"Institute of Industrial Design, Guizhou University, Guiyang, China; The Design Technology Research Centre, Hong Kong Polytechnic University, Hong Kong, China; The Industrial Design Research Centre, University of Zhejiang, Hangzhou, China",2009 International Conference on Environmental Science and Information Application Technology,11 Aug 2009,2009,3.0,,670,674,"This paper presents the methods developed at the Design Technology Research Centre (DTRC) of the Hong Kong Polytechnic University for the development of a team coordination environment for product design using the Web-based Virtual Collaborative Design Environment Model. The methods presented in this paper are: Synchronized Reciprocal Design Studio, Asynchronous Reciprocal Design/Construction Studio, Direct Reciprocal Exchange of Schemes, Joint Debate, and Design Data Resources Supportability.",,978-0-7695-3682-8,10.1109/ESIAT.2009.84,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5199783,design environment;Web/Internet applications;collaborative design;interaction,Computational modeling;Internet;Process design;Collaborative work;International collaboration;Paper technology;Computer industry;Product design;Application software;Artificial intelligence,,,,12.0,IEEE,11 Aug 2009,,,IEEE,IEEE Conferences,2,3
Neuron Model and its Realization for Semiconductor Neural Computer,W. Cao; H. Feng; L. Ding; J. Wang; S. Wang,"Institute of Intelligent Information System, Shenzhen University, Guangdong, China; Jiaxing University, Jiaxing, Zhejiang, China; Jiaxing University, Jiaxing, Zhejiang, China; Jiaxing University, Jiaxing, Zhejiang, China; Laboratory of Artificial Neural Networks Institute of Semiconductors, Chinese Academy and Sciences, Beijing, China",2009 International Conference on Artificial Intelligence and Computational Intelligence,12 Jan 2010,2009,2.0,,559,562,"Artificial neural networks are nonlinear dynamic systems which are constituted of abundant simple processing unites, their characteristics include parallel computing, memory distributing, self-learning and self-organization, etc. They are used to solve many artificial intelligence problems that are very difficult or impossible to be solved by traditional computer. Based on theory of the semiconductor neural computer, combinatorial logical design of floating-point operation for neuron hardware of the semiconductor neural computer is proposed in this paper. The experiment results validate its rationality.",,978-1-4244-3835-8,10.1109/AICI.2009.95,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5375925,,Neurons;Artificial neural networks;Humans;Computational modeling;Artificial intelligence;Brain modeling;Computer networks;Biological neural networks;Competitive intelligence;Distributed computing,,,,9.0,IEEE,12 Jan 2010,,,IEEE,IEEE Conferences,3,3
