document title,authors,author affiliations,publication title,date added to xplore,publication year,volume,issue,start page,end page,abstract,issn,isbns,doi,funding information,pdf link,author keywords,ieee terms,mesh_terms,article citation count,patent citation count,reference count,license,online date,issue date,meeting date,publisher,document identifier,cluster_tfidf,cluster_jaccard
"A Mathematical, Computational and Symbolic Representation Framework Towards Digital Marketing Planning",S. Li; J. Z. Li; F. Hardley,"Westminster Business School, University of Westminster, London, United Kingdom; Department of Computing Imperial College London, London, UK; Westminster Business School, University of Westminster, London, United Kingdom",2011 International Conference on Management and Service Science,25 Aug 2011,2011,,,1,4,"The digital marketing strategy formulation problem is examined using a hybrid mathematical, computational, and fuzzy knowledge automation approach. The framework is introduced, developed and tested by the first and second-named authors as a new solution for conducting strategic analysis, producing digital marketing strategy alternatives, and making strategic choices. A Web-based software example is provided to demonstrate how the framework functions with evaluation results highlighting how the process and outcomes of digital marketing strategy formulation may be enhanced.",,978-1-4244-6581-1,10.1109/ICMSS.2011.5999080,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5999080,,Fuzzy logic;Automation;Computational modeling;Expert systems;Planning;Decision making,,1.0,,22.0,IEEE,25 Aug 2011,,,IEEE,IEEE Conferences,4,4
Braingene: Computational creativity algorithm that invents novel interesting names,M. Pilichowski; W. Duch,"Faculty of Mathematics and Computer Science, Nicolaus Copernicus University, Torug„, Poland; Department of Informatics, Nicolaus Copernicus University, Toru„, Poland",2013 IEEE Symposium on Computational Intelligence for Human-like Intelligence (CIHLI),30 Sep 2013,2013,,,92,99,"Human-level intelligence implies creativity, not only on the grand scale, but primarily in the everyday activity, such as understanding intentions, behavior, and invention of new words. Psychological models of creativity have some support in experimental cognitive psychology, but computational models of creative processes are quite rare. This paper presents a model of creative processes behind invention of novel words related to description of products and services.",,978-1-4673-5923-8,10.1109/CIHLI.2013.6613270,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6613270,,Dictionaries;Psychology;Computational modeling;Technological innovation;Patents;Brain models,,2.0,,37.0,IEEE,30 Sep 2013,,,IEEE,IEEE Conferences,4,3
Scenario Forming and Evaluation Analyzing,Y. Liu,"Institute of Policy and Management, Chinese Academy and Sciences, Beijing, China","2007 International Conference on Wireless Communications, Networking and Mobile Computing",8 Oct 2007,2007,,,5643,5646,"Meta-synthesis approach (MSA) proposed by Prof. Qian is an oriental system methodology for complex problem solving. The essential idea of MSA can be simplified as ""confident hypothesizing, rigorous validating"", i.e. quantitative knowledge arises from qualitative understanding. Accordingly, creative thinking as a useful and practical technique for complex problem solving, is the unity of divergent thinking and convergent thinking which appear alternatively in the whole creative process of human thinking. In this paper, a computational scheme based on MSA is applied to solve the complex problems. Firstly, group argumentation environment (GAE) as a computerized tool is used to facilitate expert divergent thinking process (meeting) on the concerned topics and form scenario or hypotheses based on qualitative MSA. Then, a quantitative evaluation model had been building to analyze the centralization of the different scenarios, which can used to measure the efficient of different argumentation scenario.",2161-9654,978-1-4244-1311-9,10.1109/WICOM.2007.1383,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4341158,,Problem-solving;Humans;Visualization;Cascading style sheets;Convergence;Knowledge engineering;Information processing;Production systems;Logic;Sorting,,,,13.0,IEEE,8 Oct 2007,,,IEEE,IEEE Conferences,4,4
Accelerating Precision Research and Resolution Through Computational Archival Science Pedagogy,S. A. Buchanan; J. L. Wachtel; J. A. Stevenson,"University of Missouri, Columbia, USA; University of Maryland and National Archives and Records Administration ◊, Washington, D.C., USA; Defense Threat Reduction Agency, Fort Belvoir, USA",2023 IEEE International Conference on Big Data (BigData),22 Jan 2024,2023,,,2010,2019,"Use of archival collections is accelerated by the presence of finding aids, which communicate the arrangement and description of collection contents. To arrive at the optimal arrangement of a collection, archivists rely on some item-level processing or knowledge gained by exploring and manipulating digital reproductions of the contents. In this paper we consider archival student and instructor perspectives from hands-on course experiences directly with two distinct collections: one pertaining to the development, 2017 transfer and launch, and ongoing maintenance of the International Research Portal for Records Related to Nazi-Era Cultural Property (IRP2), and one a selection of unclassified catalog entries about digitized nuclear science reports. Visualizing is a data practice that permits the discovery of key content patterns, identification of computational models to be carried out to aid further analysis, and query-resolution for subject experts with precise - and historically significant - research questions. While archival data visualizations have previously been implemented as an extension of descriptive work including finding aid element counts, here we connect visualization to the work of archival outreach and access. We study how visualizations generated by groups of students working with textual and numerical dataset portions can ultimately accelerate time-sensitive uses of collections.",,979-8-3503-2445-7,10.1109/BigData59044.2023.10386566,National Archives and Records Administration; University of Maryland; Institute of Museum and Library Services; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10386566,computational thinking;information science education;information visualization;provenance research;data transformation,Analytical models;Computational modeling;Data visualization;Maintenance engineering;Big Data;Data models;Cultural differences,,,,48.0,IEEE,22 Jan 2024,,,IEEE,IEEE Conferences,4,4
"AnaLogic Wave Computers-wave-type algorithms: canonical description, computer classes, and computational complexity",T. Roska,"Computer and Automation Research Institute, Budapest and the Faculty of Information Technology, Pázmány Péter Catholic University, Budapest, Hungary",ISCAS 2001. The 2001 IEEE International Symposium on Circuits and Systems (Cat. No.01CH37196),7 Aug 2002,2001,3.0,,41,44 vol. 2,"We introduce the AnaLogic Wave Computer in an algorithmic way by introducing the a-recursive functions. We show that elementary waves can be used for practical purposes and describe a new algorithmic thinking, motivated by practical and nature made experience. Next, three types of computational paradigms (Turing machine on integers, Newton machine on reals and CNN Universal Machine on flows) and the respective computational complexities are introduced based on practical and physical measures, along with some of their surprising properties.",,0-7803-6685-9,10.1109/ISCAS.2001.921241,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=921241,,Physics computing;Computational complexity;Logic programming;Turing machines;Cellular neural networks;Microprocessors;Operating systems;Logic circuits;Partial differential equations;Computer architecture,,7.0,2.0,14.0,IEEE,7 Aug 2002,,,IEEE,IEEE Conferences,4,4
Granular computing approach for the design of medical data classification systems,M. Al-Shammaa; M. F. Abbod,"Department of Electronic and Computer Engineering, Brunel University, London, United Kingdom; Department of Electronic and Computer Engineering, Brunel University, London, United Kingdom",2015 IEEE Conference on Computational Intelligence in Bioinformatics and Computational Biology (CIBCB),19 Oct 2015,2015,,,1,7,"Granular computing is a computation theory that imitates human thinking and reasoning by dealing with information at different levels of abstraction/precision. The adoption of granular computing approach in the design of data classification systems improves their performance in dealing with data uncertainty and facilitates handling large volumes of data. In this paper, a new approach for the design of medical data classification systems is proposed. The proposed approach makes use of data granulation in training the classifier. Training data is granulated at different levels and data from each level is used for constructing the classification system. To evaluate performance of the proposed approach, a classification system based on neural network is implemented. Four medical datasets are used to compare performance of the proposed approach to other classifiers: neural network classifier, ANFIS classifier and SVM classifier. Results show that the proposed approach improves classification performance of neural network classifier and produces better accuracy and area under curve than other classifiers for most of the datasets used.",,978-1-4799-6926-5,10.1109/CIBCB.2015.7300328,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7300328,Artificial neural network;granular computing;data clustering;data classification,Support vector machines;Accuracy;Training data;Artificial neural networks;Training;Biological neural networks,,4.0,,19.0,IEEE,19 Oct 2015,,,IEEE,IEEE Conferences,4,4
Methodology for Determining the Level of Political Socialization of Young People Through the Development and Testing of an Automated Version,T. Dyubina; N. Pachina; J. Gorodova; G. Pachin,"Department of Social Work and Youth Policy, The Federal State Budgetary Educational Institution of Higher Education «Lipetsk State Technical University», Lipetsk, Russian Federation; Department of sociology, The Federal State Budgetary Educational Institution of Higher Education «Lipetsk State Technical University», Lipetsk, Russian Federation; Department of sociology, The Federal State Budgetary Educational Institution of Higher Education «Lipetsk State Technical University», Lipetsk, Russian Federation; Department of building production, The Federal State Budgetary Educational Institution of Higher Education «Lipetsk State Technical University», Lipetsk, Russian Federation","2022 4th International Conference on Control Systems, Mathematical Modeling, Automation and Energy Efficiency (SUMMA)",16 Dec 2022,2022,,,587,591,"The article reveals the main provisions of the development of a methodology for determining the level of political socialization of modern youth. The analysis of the available foreign and domestic interpretations of the concept of “political socialization” is carried out. The author's understanding of the political socialization of the individual is substantiated. The structural components of the political socialization of youth are highlighted, taking into account the age stage. The period of secondary socialization allowed the authors to identify four blocks - components of political socialization, which formed the basis of the questionnaire. Automation of the process of presenting the methodology and processing the survey data allows the respondent to get an idea of their own level of political socialization, and developers to route the individual - the need to eliminate gaps in political socialization by recommending the passage of certain correctional and developmental activities through the information and educational platform model being created in the future. The testing of the automated version of the methodology has shown its effectiveness in quickly and correctly determining the level of political socialization of young people. The technique can be used for both individual and group work.",,978-1-6654-5659-3,10.1109/SUMMA57301.2022.9973909,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9973909,automation of methodology;political socialization of youth;political experience;patriotism;civic responsibility;critical thinking;ideological position of youth,Visualization;Automation;Computational modeling;Switches;Control systems;Data models;Mathematical models,,,,11.0,IEEE,16 Dec 2022,,,IEEE,IEEE Conferences,4,4
Optimizing URL Phishing Detection: A Manifold Learning Approach with an Efficient Neural Network Focused on Reducing Computational Cost,V. V. M,"Department of Computer Science, University of Madras, Chennai, India","2024 IEEE International Students' Conference on Electrical, Electronics and Computer Science (SCEECS)",2 Apr 2024,2024,,,1,6,"The growing number of phishing attacks is one of the top concerns of cybersecurity researchers. Cryptographic methods are not reliable in stopping phishing attacks because they manipulate the users into thinking it is safe to access a web link. This results in compromise of sensitive information. Recent research has shown how machine learning methods are capable of detecting malicious websites. However, machine learning models can be computationally heavy to produce good accuracy. This paper focuses on reducing the computational cost while maintaining an effective prediction model. The experiment is conducted on a dataset of size (30, 10000), consisting of phishing and benign website links. The Isomap algorithm is implemented to reduce the input dimension while preserving correlation. Subsequently, a neural network is employed, utilizing simple activation and optimization functions to ensure efficient and rapid prediction. The model achieves an accuracy of 87% under 30 training epochs.",2688-0288,979-8-3503-4846-0,10.1109/SCEECS61402.2024.10482207,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10482207,Phishing;Manifold Learning;Neural Networks;Computational Cost;Optimization,Uniform resource locators;Training;Computational modeling;Phishing;Neural networks;Machine learning;Predictive models,,,,15.0,IEEE,2 Apr 2024,,,IEEE,IEEE Conferences,4,4
Computational thinking and mental models: From kodu to calypso,D. S. Touretzky,"Computer Science Department, Carnegie Mellon University, Pittsburgh, PA, USA",2017 IEEE Blocks and Beyond Workshop (B&B),30 Nov 2017,2017,,,71,78,"Reasoning about programs is an important component of computational thinking. Laws of computation give meaning to the formalisms in which programs are expressed, and can be used to predict or explain program behavior, or to uncover bugs. This paper presents Calypso, a language inspired by Microsoft's Kodu Game Lab but designed for programming actual mobile robots rather than characters in a virtual world. The initial implementation of Calypso uses the Cozmo robot by Anki. Like Kodu, the Calypso interpreter can be described by five key laws. An understanding of the laws and how to apply them constitutes a mental model of computation. Calypso provides a variety of affordances and scaffolding techniques to foster development of effective mental models and facilitate computational thinking.",,978-1-5386-2480-7,10.1109/BLOCKS.2017.8120416,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8120416,Cozmo robot;mobile robots;robot programming,Games;Robot sensing systems;Cognitive science;Computer bugs;Programming;Cameras,,11.0,,17.0,IEEE,30 Nov 2017,,,IEEE,IEEE Conferences,4,4
"Possibilistic Art (PoArt), an Approach based on Mind Geometry for Digital Media",M. Asasian Kolur,"Department of Applied Mathematics, Sharif University of Technology, Tehran",2019 5th Iranian Conference on Signal Processing and Intelligent Systems (ICSPIS),16 Apr 2020,2019,,,1,5,"This paper, in the domain of digital media, introduces the theoretical basis of possibilistic art. It models the bases of visual art in the atmosphere of possibilistic thought and the fuzzy geometry by introducing meaningful forms and introduces a way for recording and displaying emotional-behavioral responses of artist in the visualcomputational space. Finally, as a function of presented concepts, the paper introduces a semi-algorithm for meaningful deformation. This article, by representation of a method based on the eastern thinking and a computational thinking of the west, make a step in the way of eliminating the theoretic and instrumental shortages of visual arts of Iran in the grounds of computational arts.",,978-1-7281-5350-6,10.1109/ICSPIS48872.2019.9066151,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9066151,Formalism;Meaningful Forms;Fuzzy Geometry;Possibilistic Thinking;Computational Arts;Media Art,Art;Visualization;Geometry;Signal processing algorithms;Media;Computational modeling;Atmosphere,,,,20.0,IEEE,16 Apr 2020,,,IEEE,IEEE Conferences,4,4
Modeling Abstract Concepts For Internet of Everything: A Cognitive Artificial System,R. Sharma; B. Ribeiro; A. M. Pinto; F. A. Cardoso,"Department of Informatics Engineering, University of Coimbra, Portugal; Department of Informatics Engineering, University of Coimbra, Portugal; Department of Informatics Engineering, University of Coimbra, Portugal; Department of Informatics Engineering, University of Coimbra, Portugal",2018 13th APCA International Conference on Automatic Control and Soft Computing (CONTROLO),1 Nov 2018,2018,,,340,345,"Nowadays, people, things, and processes are all connected to internet, and Internet of Everything (IoE) is addressing them conjointly. It is expected that these entities of IoE will communicate to one another, and produce a huge amount of invaluable data, thus generating a need to understand this kind of data. Computational approaches have shown their capabilities in extracting valuable information from such data. Usually these techniques focus on determining concrete concepts (particular activities such as driving, sitting, or entities like digit `1', `2' etc.). On the contrary, abstract concept identification (actions such as Motion-state, Static-state, or entity like `Number') is relatively less explored. In this article we present a methodology to model abstract representation of concepts without supervision, along with a mechanism to utilize generated models in an artificial system. Primarily, we illustrate a Regulated Activation Networks (RANs) approach that identifies abstract concepts, and dynamically builds a hierarchy to represent them. Further, we describe RANs learning, a novel way of associating concepts in two subsequent layers. We experimentally demonstrate how our approach is unsupervised, and able to model abstract activity (static-state and motion-state) of the subjects, using the Smart-phones Dataset from UCI machine learning repository for Human Activity Recognition problem.",2472-8489,978-1-5386-5346-3,10.1109/CONTROLO.2018.8514540,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8514540,Unsupervised Machine Learning;Artificial Systems;Context Modeling;Computational Cognitive Modeling,Computational modeling;Data models;Legged locomotion;Internet of Things;Activity recognition;Context modeling;Mathematical model,,4.0,2.0,19.0,EU,1 Nov 2018,,,IEEE,IEEE Conferences,4,4
Automatic Generation of Program Comments Based on Problem Statements for Computational Thinking,A. Takahashi; H. Shiina; N. Kobayashi,"Graduate School of Informatics, Okayama University of Science, Okayama, Japan; Faculty of Informatics, Okayama University of Science, Okayama, Japan; Faculty of Regional Management, Sanyo Gakuen University, Okayama, Japan",2019 8th International Congress on Advanced Applied Informatics (IIAI-AAI),13 Feb 2020,2019,,,629,634,"To support the understanding of programs and understanding of procedures, we think need to automatically generate comments from source code. As a method, we learn the source code and comment pair by Encoder-Decoder translation model using LSTM, thereby generating comments of the source code that was the target of learning. Though, since it is difficult to increase the amount of learning data when generating comment for problem description, generated comments have some incorrect word for problem sentence. We use program problem sentence to generate comments for source code more suitable for users.",,978-1-7281-2627-2,10.1109/IIAI-AAI.2019.00132,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8992608,Programming Learning;Comment Generating;Neural Machine Translation;Encoder-Decoder Translation Model;Seq2Seq;TF-IDF,,,3.0,,12.0,IEEE,13 Feb 2020,,,IEEE,IEEE Conferences,4,10
Creative Connections: Computational Semantic Distance Captures Individual Creativity and Resting-State Functional Connectivity,W. Orwig; I. Diez; P. Vannini; R. Beaty; J. Sepulcre,Massachusetts General Hospital and Harvard Medical School; Massachusetts General Hospital and Harvard Medical School; Massachusetts General Hospital and Harvard Medical School; Pennsylvania State University; Massachusetts General Hospital and Harvard Medical School,Journal of Cognitive Neuroscience,2 Feb 2021,2021,33.0,3.0,499,509,"Recent studies of creative cognition have revealed interactions between functional brain networks involved in the generation of novel ideas; however, the neural basis of creativity is highly complex and presents a great challenge in the field of cognitive neuroscience, partly because of ambiguity around how to assess creativity. We applied a novel computational method of verbal creativity assessment—semantic distance—and performed weighted degree functional connectivity analyses to explore how individual differences in assembly of resting-state networks are associated with this objective creativity assessment. To measure creative performance, a sample of healthy adults (n = 175) completed a battery of divergent thinking (DT) tasks, in which they were asked to think of unusual uses for everyday objects. Computational semantic models were applied to calculate the semantic distance between objects and responses to obtain an objective measure of DT performance. All participants underwent resting-state imaging, from which we computed voxel-wise connectivity matrices between all gray matter voxels. A linear regression analysis was applied between DT and weighted degree of the connectivity matrices. Our analysis revealed a significant connectivity decrease in the visual-temporal and parietal regions, in relation to increased levels of DT. Link-level analyses showed higher local connectivity within visual regions was associated with lower DT, whereas projections from the precuneus to the right inferior occipital and temporal cortex were positively associated with DT. Our results demonstrate differential patterns of resting-state connectivity associated with individual creative thinking ability, extending past work using a new application to automatically assess creativity via semantic distance.",0898-929X,,10.1162/jocn_a_01658,"National Institutes of Health(grant numbers:R01AG061083, R01AG061811); National Science Foundation(grant numbers:DRL-1920653); John Templeton Foundation(grant numbers:RFP-15-12); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9345570,,,,,,,Traditional,2 Feb 2021,,,MIT Press,MIT Press Journals,4,4
VisTA: Integrating Machine Intelligence with Visualization to Support the Investigation of Think-Aloud Sessions,M. Fan; K. Wu; J. Zhao; Y. Li; W. Wei; K. N. Truong,University of Toronto; University of Toronto; University of Waterloo; University of Toronto; University of Toronto; University of Toronto,IEEE Transactions on Visualization and Computer Graphics,25 Nov 2019,2020,26.0,1.0,343,352,"Think-aloud protocols are widely used by user experience (UX) practitioners in usability testing to uncover issues in user interface design. It is often arduous to analyze large amounts of recorded think-aloud sessions and few UX practitioners have an opportunity to get a second perspective during their analysis due to time and resource constraints. Inspired by the recent research that shows subtle verbalization and speech patterns tend to occur when users encounter usability problems, we take the first step to design and evaluate an intelligent visual analytics tool that leverages such patterns to identify usability problem encounters and present them to UX practitioners to assist their analysis. We first conducted and recorded think-aloud sessions, and then extracted textual and acoustic features from the recordings and trained machine learning (ML) models to detect problem encounters. Next, we iteratively designed and developed a visual analytics tool, VisTA, which enables dynamic investigation of think-aloud sessions with a timeline visualization of ML predictions and input features. We conducted a between-subjects laboratory study to compare three conditions, i.e., VisTA, VisTASimple (no visualization of the ML's input features), and Baseline (no ML information at all), with 30 UX professionals. The findings show that UX professionals identified more problem encounters when using VisTA than Baseline by leveraging the problem visualization as an overview, anticipations, and anchors as well as the feature visualization as a means to understand what ML considers and omits. Our findings also provide insights into how they treated ML, dealt with (dis)agreement with ML, and reviewed the videos (i.e., play, pause, and rewind).",1941-0506,,10.1109/TVCG.2019.2934797,NSERC; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8807301,Think-aloud;visual analytics;machine intelligence;user study;usability problems;session review behavior;UX practices,Usability;Visual analytics;Tools;Machine intelligence;Feature extraction;Machine learning,,5.0,,45.0,IEEE,20 Aug 2019,,,IEEE,IEEE Journals,4,4
Think Simulation - Think Experiment: The Virtual Cell Paradigm,I. I. Moraru; J. C. Schaff; L. M. Loew,"Department of Cell Biology, University of Connecticut Health Center, Farmington, CT, USA; Department of Cell Biology, University of Connecticut Health Center, Farmington, CT, USA; Department of Cell Biology, University of Connecticut Health Center, Farmington, CT, USA",Proceedings of the 2006 Winter Simulation Conference,5 Mar 2007,2006,,,1713,1719,"The Virtual Cell modeling and simulation framework is the product of interdisciplinary research in biology that applies the diverse strengths and experiences of individuals from engineering, the physical sciences, the biological sciences, and mathematics. A key feature is the separation of layers (core technologies and abstractions) representing biological models, physical mechanisms, geometry, mathematical models and numerical methods. This reduces software complexity, allowing independent development and verification, but most importantly it clarifies the impact of modeling decisions, assumptions, and approximations. The result is a physically consistent, mathematically rigorous, spatial modeling and simulation framework for cell biology. The Virtual Cell has a rich, interactive user interface which connects to remote services providing scalable access to a modeling database and a large dedicated cluster for shared computation and storage. In addition to new modeling capabilities, future developments will emphasize data and tool interoperability, extensibility, and experimentally oriented model analysis tools",1558-4305,1-4244-0500-9,10.1109/WSC.2006.322947,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4117805,,Biological system modeling;Mathematical model;Cells (biology);Computational biology;Mathematics;Solid modeling;Geometry;Computational modeling;Biological cells;User interfaces,,3.0,1.0,21.0,IEEE,5 Mar 2007,,,IEEE,IEEE Conferences,4,4
"I'm trying to think, but nothing happens! [robotics]",B. R. Carlisle,"Technology, Inc., San Jose, CA, USA",Proceedings of 1995 IEEE International Conference on Robotics and Automation,6 Aug 2002,1995,1.0,,19 vol.1,,"Summary form only given as follows. Much of the recent research in robotics has focused on improving the speed and control of robots. Today's robots blindly follow orders that have been prepared in advance. In order to make further progress in the acceptance of robots on the factory floor and in new applications such as surgery or service, robots must be able to sense and reason about their environment. We need to devote research to reasoning about geometry and processes. We need better ways of acquiring models than laborious programming in CAD systems. We need methods to represent errors and plan recoveries. These capabilities will be necessary for the autonomous robots of tomorrow.",1050-4729,0-7803-1965-6,10.1109/ROBOT.1995.525254,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=525254,,Robot sensing systems;Robot control;Production facilities;Surgery;Computational geometry;Robot programming,,,,,IEEE,6 Aug 2002,,,IEEE,IEEE Conferences,4,4
Thinking Outside the Box in Geometry and Art,,,13th IEEE International Symposium on Asynchronous Circuits and Systems (ASYNC'07),26 Mar 2007,2007,,,xiv,xiv,"Dr. Sequin has been a CAD tool builder for the last 30 years. He has participated in the design of solid-state filters and image sensors, institutional research buildings, mechanical toys, and, more recently, abstract geometrical sculptures.",1522-8681,0-7695-2771-X,10.1109/ASYNC.2007.29,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4137025,,Art;Computational geometry;Computer science;Design automation;Solid state circuits;Filters;Image sensors;Buildings;Shape;Codes,,,,,IEEE,26 Mar 2007,,,IEEE,IEEE Conferences,4,4
Perspectives of granular computing,Y. Yao,"Department of Computer Science, University of Regina, Regina, SAS, Canada",2005 IEEE International Conference on Granular Computing,5 Dec 2005,2005,1.0,,85,90 Vol. 1,"Granular computing emerges as a new multi-disciplinary study and has received much attention in recent years. A conceptual framework is presented by extracting shared commonalities from many fields. The framework stresses multiple views and multiple levels of understanding in each view. It is argued that granular computing is more about a philosophical way of thinking and a practical methodology of problem solving. By effectively using levels of granularity, granular computing provides a systematic, natural way to analyze, understand, represent, and solve real world problems. With granular computing, one aims at structured thinking at the philosophical level, and structured problem solving at the practical level.",,0-7803-9017-2,10.1109/GRC.2005.1547239,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1547239,,Concrete;Problem-solving;Computational modeling;Set theory;Computer science;Uniform resource locators;Stress;Context modeling;Computational intelligence;Fuzzy set theory,,214.0,,55.0,IEEE,5 Dec 2005,,,IEEE,IEEE Conferences,4,9
A Framework to Overcome the Dark Side of Generative Artificial Intelligence (GAI) Like ChatGPT in Social Media and Education,P. W. Kim,"Department of Korean Language Education, Incheon National University, Incheon, South Korea",IEEE Transactions on Computational Social Systems,16 Aug 2024,2024,11.0,4.0,5266,5274,"As the performance of generative artificial intelligence (GAI), such as ChatGPT, improves, content created by GAI will be distributed in the social media space, and knowledge and writings from unknown sources will be disseminated and reproduced. Now that GAI is becoming widespread, it is necessary to distinguish GAI from human intelligence, which constitutes knowledge. The data, information, knowledge, and work (DIKW) hierarchy is a useful framework for teaching and for checking metacognitive and explainable artificial intelligence (XAI) literacy. There are two types of collaboration between GAI and human intelligence: a combined intelligence model and a parallel intelligence model. The combined intelligence model is a method of using GAI for creating works by collecting data, organizing information, and deriving knowledge from information. This model is suitable for GAI-assisted tasks (GAIATs). The parallel intelligence model is suitable for GAI-assisted learning (GAIAL); it is a method in which a person develops abilities by analyzing and comparing tasks created by GAI after going through the data-information-knowledge-work process. The zone of proximal development (ZPD) created by educational scaffolding is a quantitative framework that is appropriate for evaluating the effects of GAI. The ZPD generated by GAI that corresponds to scaffolding should be managed so as not to favor or disadvantage specific individuals.",2329-924X,,10.1109/TCSS.2023.3315237,Incheon National University Research Concentration Professors(grant numbers:2019); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10273208,Algorithm;ChatGPT;data;information;knowledge;and work (DIKW) hierarchy;education;explainable artificial intelligence (XAI);GAI-assisted learning (GAIAL);GAI-assisted tasks (GAIATs);generative artificial intelligence (GAI);social media,Chatbots;Artificial intelligence;Taxonomy;Social networking (online);Data models;Knowledge engineering;Generative AI,,3.0,,20.0,IEEE,5 Oct 2023,,,IEEE,IEEE Journals,4,4
A Computational Brain Colour Response Model for Achromatopsia,Y. Liu,"University of Leicester, Leicester, Uk","2023 IEEE 23rd International Conference on Software Quality, Reliability, and Security Companion (QRS-C)",19 Feb 2024,2023,,,675,681,"This paper aims to solve the problem that achromatopsia cannot distinguish or perceive the energy of different colours. The problem of the previous study was to focus on the sound transforming into chladni's image patterns, which ignored the colours as more significant measurement in vision. The approach to filling the gap is standing by the creative computing approach, with the published brain colour response data, this research rebuilds the benchmark algorithm by combining the digital HSV (hue saturation brightness colour system in the computer) with the Chladni's Law and is supported by Ontology Philosophy. The result of this research proposes a novelty model to help achromatopsia to distinguish and to perceive the energy of different colours. Additionally, the design grounds on the filter-free sensor CMOS (metal-oxide-semiconductor) sensor technology, this paper proposed a sensor design plan for future model applications.",2693-9371,979-8-3503-5939-8,10.1109/QRS-C60940.2023.00117,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10429999,creative computing;Achromatopsia;colour Energy;chladni's law;ontology philosophy;brain colour response,Semiconductor device modeling;Codes;Image color analysis;Computational modeling;Software quality;Brain modeling;Software reliability,,,,19.0,IEEE,19 Feb 2024,,,IEEE,IEEE Conferences,4,4
Efficient Style Transfer for Computational Pathology with Cross-modality Local Manipulation,S. Shichang; Y. Zhihao; L. Hongfei; M. Jiana; Z. Jincheng; W. Rui,"School of Computer Science and Engineering, Dalian Minzu University, Dalian, China; School of Computer Science and Technology, Dalian University of Technology, Dalian, China; School of Computer Science and Technology, Dalian University of Technology, Dalian, China; School of Computer Science and Engineering, Dalian Minzu University, Dalian, China; School of Computer Science and Engineering, Dalian Minzu University, Dalian, China; School of Computer Science and Engineering, Dalian Minzu University, Dalian, China",2024 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),10 Jan 2025,2024,,,1680,1683,"Style transfer has been proven to be effective in mitigating domain shift in clinical settings, enhancing the adaptability of pathology image models. However, existing methods assume that the texture of the entire image is domain-specific and irrelevant to class-specific representations. These methods enhance all regions with a single style, which can result in information loss. In this work, we propose CLAP (Cross-modality Local Augmentation for histoPathology), a data augmentation approach that enables cross-modality local manipulation for pathology images. Specifically, the combination of a text extractor network and a feature mapping network enables the integration of CLIP embeddings for style descriptions into editable latent spaces at a fine-grained level. This approach prevents the loss of regional information in whole-slide images, eliminates the need to painstakingly select directions in latent space, and enhances creativity style selection. Experimental results demonstrate that CLAP improves the regional accuracy of cross-modality editing and achieves state-of-the-art performance by enhancing generalization in histopathology classification tasks.",2156-1133,979-8-3503-8622-6,10.1109/BIBM62325.2024.10822842,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10822842,style transfer;medical image data augmentation;cross-modality;local manipulation,Adaptation models;Accuracy;Histopathology;Feature extraction;Data augmentation;Computational efficiency;Bioinformatics;Creativity;Biomedical imaging,,,,7.0,IEEE,10 Jan 2025,,,IEEE,IEEE Conferences,4,4
